'﻿Sensor remetente',' Estado do Paciente',' Enviado às (s)',' Processado às (s)',' Diff (s)',Sensors,'Cycle Time Constraint','Emergency Detection Time Constraint'
Sensor1,ruim,80.1703,80.2576,0.08725,five,SATISFIED,SATISFIED
Sensor1,medio,80.9731,81.0597,0.08659,five,SATISFIED,SATISFIED
Sensor1,bom,81.1726,81.2578,0.08515,five,SATISFIED,SATISFIED
Sensor1,ruim,84.8723,84.9601,0.08777,five,SATISFIED,SATISFIED
Sensor1,medio,85271,85.3604,0.08945,five,SATISFIED,SATISFIED
Sensor1,medio,85.3737,85.4583,0.08467,five,SATISFIED,SATISFIED
Sensor1,ruim,85.8683,85956,0.08774,five,SATISFIED,SATISFIED
Sensor1,ruim,87.4668,87.5578,0.09103,five,SATISFIED,SATISFIED
Sensor1,ruim,87.5726,87.6627,0.09007,five,SATISFIED,SATISFIED
Sensor1,medio,91.47,91.5596,0.08959,five,SATISFIED,SATISFIED
Sensor1,bom,91.9696,92.0562,0.08662,five,SATISFIED,SATISFIED
Sensor1,medio,94.8692,94.9559,0.08666,five,SATISFIED,SATISFIED
Sensor1,bom,95.1691,95256,0.08686,five,SATISFIED,SATISFIED
Sensor1,medio,102171,102257,0.08638,five,SATISFIED,SATISFIED
Sensor1,ruim,102271,102359,0.08835,five,SATISFIED,SATISFIED
Sensor1,medio,102668,102757,0.08868,five,SATISFIED,SATISFIED
Sensor1,bom,102969,103057,0.08762,five,SATISFIED,SATISFIED
Sensor1,ruim,105969,106056,0.08745,five,SATISFIED,SATISFIED
Sensor1,ruim,106269,106357,0.08805,five,SATISFIED,SATISFIED
Sensor1,ruim,113766,113854,0.08748,five,SATISFIED,SATISFIED
Sensor1,ruim,113868,113961,0.0936,five,SATISFIED,SATISFIED
Sensor1,medio,114472,114559,0.08765,five,SATISFIED,SATISFIED
Sensor1,bom,114573,114659,0.08607,five,SATISFIED,SATISFIED
Sensor1,ruim,115468,115559,0.09136,five,SATISFIED,SATISFIED
Sensor1,medio,115573,115659,0.08667,five,SATISFIED,SATISFIED
Sensor1,bom,116266,116357,0.09117,five,SATISFIED,SATISFIED
Sensor1,ruim,117968,118057,0.08877,five,SATISFIED,SATISFIED
Sensor1,medio,119.97,120056,0.08564,five,SATISFIED,SATISFIED
Sensor1,bom,120.07,120158,0.08857,five,SATISFIED,SATISFIED
Sensor1,medio,120.37,120456,0.08617,five,SATISFIED,SATISFIED
Sensor1,ruim,120771,120857,0.08611,five,SATISFIED,SATISFIED
Sensor1,medio,122572,122659,0.08676,five,SATISFIED,SATISFIED
Sensor1,bom,123.37,123457,0.0871,five,SATISFIED,SATISFIED
Sensor1,ruim,125572,125662,0.08925,five,SATISFIED,SATISFIED
Sensor1,medio,126171,126257,0.08643,five,SATISFIED,SATISFIED
Sensor1,bom,126271,126361,0.08975,five,SATISFIED,SATISFIED
Sensor1,medio,128873,128958,0.08549,five,SATISFIED,SATISFIED
Sensor1,bom,129168,129257,0.08825,five,SATISFIED,SATISFIED
Sensor1,ruim,142169,142259,0.09019,five,SATISFIED,SATISFIED
Sensor1,medio,142.77,142857,0.08697,five,SATISFIED,SATISFIED
Sensor1,ruim,142974,143059,0.08509,five,SATISFIED,SATISFIED
Sensor1,ruim,148372,148457,0.08479,five,SATISFIED,SATISFIED
Sensor1,medio,148671,148761,0.09015,five,SATISFIED,SATISFIED
Sensor1,bom,148775,148.86,0.08546,five,SATISFIED,SATISFIED
Sensor1,medio,156369,156457,0.08857,five,SATISFIED,SATISFIED
Sensor1,medio,156.97,157.06,0.08963,five,SATISFIED,SATISFIED
Sensor1,ruim,157.87,157958,0.08816,five,SATISFIED,SATISFIED
Sensor1,ruim,158167,158256,0.08849,five,SATISFIED,SATISFIED
Sensor1,ruim,158269,158358,0.08913,five,SATISFIED,SATISFIED
Sensor1,medio,159368,159458,0.08987,five,SATISFIED,SATISFIED
Sensor1,bom,159472,159561,0.08929,five,SATISFIED,SATISFIED
Sensor1,medio,160472,160559,0.08691,five,SATISFIED,SATISFIED
Sensor1,bom,160969,161056,0.08738,five,SATISFIED,SATISFIED
Sensor1,ruim,161966,162058,0.0923,five,SATISFIED,SATISFIED
Sensor1,medio,162767,162858,0.09009,five,SATISFIED,SATISFIED
Sensor1,bom,162971,163057,0.08553,five,SATISFIED,SATISFIED
Sensor1,medio,170669,170758,0.08869,five,SATISFIED,SATISFIED
Sensor1,bom,170871,170959,0.08722,five,SATISFIED,SATISFIED
Sensor1,medio,179.87,179956,0.08591,five,SATISFIED,SATISFIED
Sensor1,bom,180169,180257,0.08754,five,SATISFIED,SATISFIED
Sensor1,medio,181272,181361,0.08952,five,SATISFIED,SATISFIED
Sensor1,ruim,181375,181461,0.08565,five,SATISFIED,SATISFIED
Sensor1,medio,182369,182458,0.08841,five,SATISFIED,SATISFIED
Sensor1,bom,182471,182.56,0.08874,five,SATISFIED,SATISFIED
Sensor1,ruim,191572,191659,0.08749,five,SATISFIED,SATISFIED
Sensor1,ruim,191.87,191955,0.08526,five,SATISFIED,SATISFIED
Sensor1,ruim,192071,192158,0.08628,five,SATISFIED,SATISFIED
Sensor1,medio,196269,196359,0.08962,five,SATISFIED,SATISFIED
Sensor1,bom,196472,196558,0.0864,five,SATISFIED,SATISFIED
Sensor1,ruim,203268,203356,0.08742,five,SATISFIED,SATISFIED
Sensor1,ruim,204.47,204557,0.08666,five,SATISFIED,SATISFIED
Sensor1,ruim,204.57,204.66,0.08994,five,SATISFIED,SATISFIED
Sensor1,medio,210171,210259,0.0885,five,SATISFIED,SATISFIED
Sensor1,ruim,210272,210.36,0.08772,five,SATISFIED,SATISFIED
Sensor1,ruim,212.97,213057,0.08775,five,SATISFIED,SATISFIED
Sensor1,ruim,213.17,213254,0.08361,five,SATISFIED,SATISFIED
Sensor1,medio,216768,216.86,0.09128,five,SATISFIED,SATISFIED
Sensor1,bom,216874,216959,0.08512,five,SATISFIED,SATISFIED
Sensor1,ruim,219.87,219958,0.08731,five,SATISFIED,SATISFIED
Sensor1,medio,220572,220.66,0.08795,five,SATISFIED,SATISFIED
Sensor1,bom,220771,220856,0.08495,five,SATISFIED,SATISFIED
Sensor1,ruim,221069,221157,0.08798,five,SATISFIED,SATISFIED
Sensor1,medio,221.67,221757,0.08705,five,SATISFIED,SATISFIED
Sensor1,bom,221969,222056,0.08752,five,SATISFIED,SATISFIED
Sensor1,ruim,224269,224357,0.08869,five,SATISFIED,SATISFIED
Sensor1,medio,226068,226157,0.08889,five,SATISFIED,SATISFIED
Sensor1,ruim,226.37,226457,0.0873,five,SATISFIED,SATISFIED
Sensor1,ruim,229.87,229954,0.08488,five,SATISFIED,SATISFIED
Sensor1,medio,230.97,231058,0.08868,five,SATISFIED,SATISFIED
Sensor1,bom,231166,231256,0.09003,five,SATISFIED,SATISFIED
Sensor1,ruim,234969,235058,0.0888,five,SATISFIED,SATISFIED
Sensor1,ruim,235171,235258,0.08664,five,SATISFIED,SATISFIED
Sensor1,ruim,237.47,237558,0.08829,five,SATISFIED,SATISFIED
Sensor1,medio,238369,238458,0.08856,five,SATISFIED,SATISFIED
Sensor1,bom,238472,238.56,0.08845,five,SATISFIED,SATISFIED
Sensor1,ruim,241769,241859,0.08962,five,SATISFIED,SATISFIED
Sensor1,ruim,241873,241959,0.08658,five,SATISFIED,SATISFIED
Sensor1,ruim,242.67,242758,0.08733,five,SATISFIED,SATISFIED
Sensor1,medio,245669,245758,0.08903,five,SATISFIED,SATISFIED
Sensor1,bom,245771,245.86,0.08845,five,SATISFIED,SATISFIED
Sensor1,medio,248171,248257,0.08647,five,SATISFIED,SATISFIED
Sensor1,bom,248272,248362,0.0907,five,SATISFIED,SATISFIED
Sensor1,medio,248866,248957,0.09116,five,SATISFIED,SATISFIED
Sensor1,bom,249071,249158,0.08703,five,SATISFIED,SATISFIED
Sensor1,ruim,253968,254057,0.08978,five,SATISFIED,SATISFIED
Sensor1,medio,254468,254557,0.08836,five,SATISFIED,SATISFIED
Sensor1,bom,254769,254858,0.0888,five,SATISFIED,SATISFIED
Sensor1,ruim,257.67,257758,0.08836,five,SATISFIED,SATISFIED
Sensor1,bom,257873,257959,0.08664,five,SATISFIED,SATISFIED
Sensor1,ruim,261969,262058,0.08877,five,SATISFIED,SATISFIED
Sensor1,ruim,262.17,262256,0.08605,five,SATISFIED,SATISFIED
Sensor1,ruim,262868,262958,0.08967,five,SATISFIED,SATISFIED
Sensor1,ruim,263.87,263958,0.08783,five,SATISFIED,SATISFIED
Sensor1,ruim,264469,264558,0.08883,five,SATISFIED,SATISFIED
Sensor1,ruim,267772,267863,0.09094,five,SATISFIED,SATISFIED
Sensor1,ruim,268268,268359,0.09121,five,SATISFIED,SATISFIED
Sensor1,ruim,268373,268461,0.08841,five,SATISFIED,SATISFIED
Sensor1,medio,268.87,268958,0.08717,five,SATISFIED,SATISFIED
Sensor1,bom,268.97,269059,0.08863,five,SATISFIED,SATISFIED
Sensor1,medio,274564,274656,0.0916,five,SATISFIED,SATISFIED
Sensor1,bom,274.67,274759,0.08954,five,SATISFIED,SATISFIED
Sensor1,medio,275.37,275459,0.08977,five,SATISFIED,SATISFIED
Sensor1,ruim,275473,275561,0.08782,five,SATISFIED,SATISFIED
Sensor1,ruim,276.37,276457,0.08696,five,SATISFIED,SATISFIED
Sensor1,ruim,276471,276.56,0.08964,five,SATISFIED,SATISFIED
Sensor1,ruim,278668,278756,0.08807,five,SATISFIED,SATISFIED
Sensor1,medio,280.47,280561,0.09116,five,SATISFIED,SATISFIED
Sensor1,bom,280676,280761,0.08512,five,SATISFIED,SATISFIED
Sensor1,medio,282868,282957,0.08813,five,SATISFIED,SATISFIED
Sensor1,bom,283169,283252,0.08341,five,SATISFIED,SATISFIED
Sensor1,ruim,294872,294958,0.0855,five,SATISFIED,SATISFIED
Sensor1,medio,294972,295059,0.08767,five,SATISFIED,SATISFIED
Sensor1,ruim,295269,295358,0.08892,five,SATISFIED,SATISFIED
Sensor1,ruim,296369,296457,0.08813,five,SATISFIED,SATISFIED
Sensor1,ruim,297071,297158,0.08692,five,SATISFIED,SATISFIED
Sensor1,bom,297.67,297757,0.08623,five,SATISFIED,SATISFIED
Sensor1,ruim,298.77,298856,0.0863,five,SATISFIED,SATISFIED
Sensor1,ruim,299.47,299558,0.08752,five,SATISFIED,SATISFIED
Sensor1,ruim,299571,299659,0.08733,five,SATISFIED,SATISFIED
Sensor1,medio,301371,301457,0.08518,five,SATISFIED,SATISFIED
Sensor1,ruim,301666,301754,0.08807,five,SATISFIED,SATISFIED
Sensor1,medio,301768,301859,0.09112,five,SATISFIED,SATISFIED
Sensor1,bom,301971,302058,0.08664,five,SATISFIED,SATISFIED
Sensor1,medio,303.07,303156,0.08659,five,SATISFIED,SATISFIED
Sensor1,bom,303.47,303.56,0.0902,five,SATISFIED,SATISFIED
Sensor1,ruim,305368,305457,0.0884,five,SATISFIED,SATISFIED
Sensor1,medio,306273,306.36,0.08744,five,SATISFIED,SATISFIED
Sensor1,ruim,306669,306756,0.08678,five,SATISFIED,SATISFIED
Sensor1,medio,306.77,306.86,0.0897,five,SATISFIED,SATISFIED
Sensor1,bom,307.07,307158,0.08796,five,SATISFIED,SATISFIED
Sensor1,ruim,308.67,308757,0.08735,five,SATISFIED,SATISFIED
Sensor1,ruim,309.27,309357,0.08714,five,SATISFIED,SATISFIED
Sensor1,ruim,309371,309458,0.08673,five,SATISFIED,SATISFIED
Sensor1,ruim,316071,316158,0.0865,five,SATISFIED,SATISFIED
Sensor1,medio,319868,319957,0.08837,five,SATISFIED,SATISFIED
Sensor1,medio,319.97,320059,0.08923,five,SATISFIED,SATISFIED
Sensor1,medio,322869,322958,0.08824,five,SATISFIED,SATISFIED
Sensor1,bom,323568,323658,0.09051,five,SATISFIED,SATISFIED
Sensor1,medio,326074,326.16,0.08648,five,SATISFIED,SATISFIED
Sensor1,medio,326173,326258,0.08492,five,SATISFIED,SATISFIED
Sensor1,ruim,327469,327559,0.08945,five,SATISFIED,SATISFIED
Sensor1,ruim,327671,327758,0.08707,five,SATISFIED,SATISFIED
Sensor1,ruim,328273,328361,0.08771,five,SATISFIED,SATISFIED
Sensor1,medio,328669,328756,0.0874,five,SATISFIED,SATISFIED
Sensor1,bom,328.77,328858,0.08831,five,SATISFIED,SATISFIED
Sensor1,ruim,330.87,330957,0.0876,five,SATISFIED,SATISFIED
Sensor1,ruim,331565,331654,0.08935,five,SATISFIED,SATISFIED
Sensor1,ruim,331869,331956,0.08778,five,SATISFIED,SATISFIED
Sensor1,medio,336669,336757,0.08841,five,SATISFIED,SATISFIED
Sensor1,ruim,336971,337061,0.09051,five,SATISFIED,SATISFIED
Sensor1,medio,338567,338659,0.09173,five,SATISFIED,SATISFIED
Sensor1,bom,338771,338856,0.08519,five,SATISFIED,SATISFIED
Sensor1,ruim,344069,344156,0.08696,five,SATISFIED,SATISFIED
Sensor1,medio,344.17,344261,0.09122,five,SATISFIED,SATISFIED
Sensor1,bom,344768,344856,0.08824,five,SATISFIED,SATISFIED
Sensor1,ruim,346.47,346558,0.08879,five,SATISFIED,SATISFIED
Sensor1,medio,346772,346859,0.08692,five,SATISFIED,SATISFIED
Sensor1,ruim,351769,351857,0.08813,five,SATISFIED,SATISFIED
Sensor1,medio,353371,353455,0.08412,five,SATISFIED,SATISFIED
Sensor1,bom,353469,353559,0.09027,five,SATISFIED,SATISFIED
Sensor1,ruim,360.87,360957,0.08723,five,SATISFIED,SATISFIED
Sensor1,medio,361768,361857,0.08984,five,SATISFIED,SATISFIED
Sensor1,bom,362069,362157,0.0877,five,SATISFIED,SATISFIED
Sensor1,ruim,362767,362856,0.08984,five,SATISFIED,SATISFIED
Sensor1,ruim,365775,365.86,0.08532,five,SATISFIED,SATISFIED
Sensor1,bom,366.17,366.26,0.0892,five,SATISFIED,SATISFIED
Sensor1,ruim,367967,368054,0.08626,five,SATISFIED,SATISFIED
Sensor1,medio,368066,368158,0.0922,five,SATISFIED,SATISFIED
Sensor1,bom,368272,368.36,0.08787,five,SATISFIED,SATISFIED
Sensor1,medio,368567,368654,0.08699,five,SATISFIED,SATISFIED
Sensor1,bom,368771,368858,0.08705,five,SATISFIED,SATISFIED
Sensor1,ruim,376871,376958,0.0868,five,SATISFIED,SATISFIED
Sensor1,ruim,377569,377655,0.08599,five,SATISFIED,SATISFIED
Sensor1,ruim,377669,377758,0.0887,five,SATISFIED,SATISFIED
Sensor1,ruim,385969,386059,0.09004,five,SATISFIED,SATISFIED
Sensor1,ruim,386669,386756,0.08671,five,SATISFIED,SATISFIED
Sensor1,ruim,386972,387062,0.08987,five,SATISFIED,SATISFIED
Sensor1,medio,398273,398358,0.08537,five,SATISFIED,SATISFIED
Sensor1,ruim,398372,398459,0.08702,five,SATISFIED,SATISFIED
Sensor1,medio,398668,398754,0.08599,five,SATISFIED,SATISFIED
Sensor1,bom,398768,398859,0.09149,five,SATISFIED,SATISFIED
Sensor1,medio,402.17,402258,0.08813,five,SATISFIED,SATISFIED
Sensor1,bom,402.37,402459,0.08864,five,SATISFIED,SATISFIED
Sensor1,ruim,404968,405055,0.08691,five,SATISFIED,SATISFIED
Sensor1,medio,405972,406.06,0.08801,five,SATISFIED,SATISFIED
Sensor1,medio,406072,406.16,0.08799,five,SATISFIED,SATISFIED
Sensor1,medio,409071,409.16,0.0898,five,SATISFIED,SATISFIED
Sensor1,bom,409569,409658,0.08875,five,SATISFIED,SATISFIED
Sensor1,medio,411667,411754,0.08749,five,SATISFIED,SATISFIED
Sensor1,bom,411967,412056,0.08881,five,SATISFIED,SATISFIED
Sensor1,medio,412.37,412457,0.08612,five,SATISFIED,SATISFIED
Sensor1,ruim,412.77,412857,0.08742,five,SATISFIED,SATISFIED
Sensor1,medio,413872,413958,0.08571,five,SATISFIED,SATISFIED
Sensor1,bom,414075,414159,0.08395,five,SATISFIED,SATISFIED
Sensor1,medio,419769,419857,0.08816,five,SATISFIED,SATISFIED
Sensor1,bom,419972,420057,0.08559,five,SATISFIED,SATISFIED
Sensor1,ruim,423.07,423155,0.08487,five,SATISFIED,SATISFIED
Sensor1,ruim,423169,423.26,0.09093,five,SATISFIED,SATISFIED
Sensor1,ruim,423272,423358,0.08632,five,SATISFIED,SATISFIED
Sensor1,medio,423373,423461,0.08763,five,SATISFIED,SATISFIED
Sensor1,bom,423474,423561,0.08726,five,SATISFIED,SATISFIED
Sensor1,ruim,427867,427958,0.09037,five,SATISFIED,SATISFIED
Sensor1,ruim,429171,429259,0.0879,five,SATISFIED,SATISFIED
Sensor1,medio,429672,429.76,0.08794,five,SATISFIED,SATISFIED
Sensor1,medio,438.97,439058,0.08799,five,SATISFIED,SATISFIED
Sensor1,bom,439271,439.36,0.08859,five,SATISFIED,SATISFIED
Sensor1,ruim,439.77,439857,0.08611,five,SATISFIED,SATISFIED
Sensor1,medio,440772,440857,0.08479,five,SATISFIED,SATISFIED
Sensor1,bom,440.87,440.96,0.08929,five,SATISFIED,SATISFIED
Sensor1,medio,442571,442656,0.08574,five,SATISFIED,SATISFIED
Sensor1,bom,443368,443458,0.08987,five,SATISFIED,SATISFIED
Sensor1,medio,445469,445558,0.0891,five,SATISFIED,SATISFIED
Sensor1,bom,445571,445.66,0.08852,five,SATISFIED,SATISFIED
Sensor1,medio,449272,449.36,0.08851,five,SATISFIED,SATISFIED
Sensor1,ruim,449374,449459,0.08567,five,SATISFIED,SATISFIED
Sensor1,medio,449574,449661,0.0873,five,SATISFIED,SATISFIED
Sensor1,ruim,450069,450157,0.08792,five,SATISFIED,SATISFIED
Sensor1,medio,451272,451362,0.09047,five,SATISFIED,SATISFIED
Sensor1,ruim,451376,451461,0.08505,five,SATISFIED,SATISFIED
Sensor1,ruim,451.87,451959,0.08861,five,SATISFIED,SATISFIED
Sensor1,ruim,452168,452255,0.08712,five,SATISFIED,SATISFIED
Sensor1,ruim,452471,452557,0.08581,five,SATISFIED,SATISFIED
Sensor1,medio,453171,453.26,0.08944,five,SATISFIED,SATISFIED
Sensor1,ruim,453273,453.36,0.08611,five,SATISFIED,SATISFIED
Sensor1,medio,456071,456156,0.08443,five,SATISFIED,SATISFIED
Sensor1,ruim,456371,456.46,0.08859,five,SATISFIED,SATISFIED
Sensor1,medio,457867,457958,0.0909,five,SATISFIED,SATISFIED
Sensor1,ruim,458074,458.16,0.08599,five,SATISFIED,SATISFIED
Sensor1,medio,458271,458357,0.08599,five,SATISFIED,SATISFIED
Sensor1,bom,458.37,458461,0.09073,five,SATISFIED,SATISFIED
Sensor1,ruim,458972,459.06,0.08825,five,SATISFIED,SATISFIED
Sensor1,medio,459469,459556,0.08704,five,SATISFIED,SATISFIED
Sensor1,bom,459.57,459659,0.08987,five,SATISFIED,SATISFIED
Sensor1,medio,461.47,461558,0.08767,five,SATISFIED,SATISFIED
Sensor1,bom,461571,461659,0.08785,five,SATISFIED,SATISFIED
Sensor1,ruim,468171,468259,0.08824,five,SATISFIED,SATISFIED
Sensor1,ruim,468272,468358,0.0859,five,SATISFIED,SATISFIED
Sensor1,ruim,468665,468754,0.0898,five,SATISFIED,SATISFIED
Sensor1,ruim,474667,474757,0.08942,five,SATISFIED,SATISFIED
Sensor1,medio,476.27,476361,0.09065,five,SATISFIED,SATISFIED
Sensor1,ruim,476769,476858,0.08972,five,SATISFIED,SATISFIED
Sensor1,ruim,477771,477859,0.08786,five,SATISFIED,SATISFIED
Sensor1,ruim,477873,477.96,0.08701,five,SATISFIED,SATISFIED
Sensor1,ruim,479272,479357,0.08562,five,SATISFIED,SATISFIED
Sensor1,medio,479569,479657,0.08831,five,SATISFIED,SATISFIED
Sensor1,bom,479671,479759,0.08792,five,SATISFIED,SATISFIED
Sensor1,ruim,493167,493257,0.08919,five,SATISFIED,SATISFIED
Sensor1,ruim,493372,493457,0.08554,five,SATISFIED,SATISFIED
Sensor1,ruim,493.97,494057,0.08733,five,SATISFIED,SATISFIED
Sensor1,ruim,495173,495259,0.08574,five,SATISFIED,SATISFIED
Sensor1,medio,495572,495659,0.08665,five,SATISFIED,SATISFIED
Sensor1,medio,506.27,506359,0.08857,five,SATISFIED,SATISFIED
Sensor1,ruim,506769,506857,0.08724,five,SATISFIED,SATISFIED
Sensor1,ruim,507773,507859,0.08665,five,SATISFIED,SATISFIED
Sensor1,ruim,508168,508256,0.0885,five,SATISFIED,SATISFIED
Sensor1,medio,510168,510258,0.09011,five,SATISFIED,SATISFIED
Sensor1,bom,510271,510.36,0.08838,five,SATISFIED,SATISFIED
Sensor1,medio,514772,514858,0.08631,five,SATISFIED,SATISFIED
Sensor1,ruim,514871,514959,0.08796,five,SATISFIED,SATISFIED
Sensor1,medio,514973,515.06,0.08686,five,SATISFIED,SATISFIED
Sensor1,bom,515172,515.26,0.08744,five,SATISFIED,SATISFIED
Sensor1,medio,515572,515659,0.08734,five,SATISFIED,SATISFIED
Sensor1,bom,516069,516157,0.08854,five,SATISFIED,SATISFIED
Sensor1,medio,518.57,518656,0.08574,five,SATISFIED,SATISFIED
Sensor1,medio,518775,518861,0.08655,five,SATISFIED,SATISFIED
Sensor1,ruim,528072,528157,0.08453,five,SATISFIED,SATISFIED
Sensor1,medio,528368,528457,0.08972,five,SATISFIED,SATISFIED
Sensor1,bom,528472,528559,0.08699,five,SATISFIED,SATISFIED
Sensor1,ruim,529868,529954,0.08603,five,SATISFIED,SATISFIED
Sensor1,ruim,530.07,530158,0.08731,five,SATISFIED,SATISFIED
Sensor1,ruim,530.27,530357,0.08658,five,SATISFIED,SATISFIED
Sensor1,ruim,531269,531357,0.08871,five,SATISFIED,SATISFIED
Sensor1,ruim,531472,531557,0.08519,five,SATISFIED,SATISFIED
Sensor1,medio,533375,533.46,0.08468,five,SATISFIED,SATISFIED
Sensor1,ruim,533768,533857,0.08894,five,SATISFIED,SATISFIED
Sensor1,ruim,539571,539661,0.08983,five,SATISFIED,SATISFIED
Sensor1,ruim,540269,540357,0.08742,five,SATISFIED,SATISFIED
Sensor1,ruim,540.37,540459,0.08916,five,SATISFIED,SATISFIED
Sensor1,medio,549968,550057,0.08846,five,SATISFIED,SATISFIED
Sensor1,bom,550269,550358,0.08908,five,SATISFIED,SATISFIED
Sensor1,ruim,550669,550756,0.08688,five,SATISFIED,SATISFIED
Sensor1,medio,551669,551758,0.0892,five,SATISFIED,SATISFIED
Sensor1,bom,551871,551956,0.08492,five,SATISFIED,SATISFIED
Sensor1,medio,561.87,561957,0.08712,five,SATISFIED,SATISFIED
Sensor1,bom,562072,562157,0.08507,five,SATISFIED,SATISFIED
Sensor1,ruim,572.27,572359,0.08925,five,SATISFIED,SATISFIED
Sensor1,medio,572871,572957,0.08615,five,SATISFIED,SATISFIED
Sensor1,bom,573072,573157,0.08551,five,SATISFIED,SATISFIED
Sensor1,medio,577.67,577761,0.09056,five,SATISFIED,SATISFIED
Sensor1,ruim,578171,578256,0.08472,five,SATISFIED,SATISFIED
Sensor1,medio,578572,578658,0.08579,five,SATISFIED,SATISFIED
Sensor1,ruim,578967,579057,0.0897,five,SATISFIED,SATISFIED
Sensor1,medio,580069,580157,0.08769,five,SATISFIED,SATISFIED
Sensor1,bom,580.17,580256,0.0858,five,SATISFIED,SATISFIED
Sensor1,medio,587968,588056,0.08833,five,SATISFIED,SATISFIED
Sensor1,bom,588272,588.36,0.08818,five,SATISFIED,SATISFIED
Sensor1,medio,588.67,588757,0.08671,five,SATISFIED,SATISFIED
Sensor1,bom,588872,588956,0.08396,five,SATISFIED,SATISFIED
Sensor1,medio,592471,592561,0.09064,five,SATISFIED,SATISFIED
Sensor1,bom,592.77,592859,0.08831,five,SATISFIED,SATISFIED
Sensor1,ruim,594.67,594757,0.08717,five,SATISFIED,SATISFIED
Sensor1,medio,594972,595058,0.08542,five,SATISFIED,SATISFIED
Sensor1,bom,595.37,595458,0.08846,five,SATISFIED,SATISFIED
Sensor2,medio,4.06403,4.14493,0.0809,five,SATISFIED,SATISFIED
Sensor2,medio,4.35898,4.4422,0.08322,five,SATISFIED,SATISFIED
Sensor2,medio,6.47288,6.55484,0.08196,five,SATISFIED,SATISFIED
Sensor2,ruim,6.57389,6.65714,0.08325,five,SATISFIED,SATISFIED
Sensor2,medio,7.27246,7.35467,0.08221,five,SATISFIED,SATISFIED
Sensor2,bom,7.3743,7.45844,0.08414,five,SATISFIED,SATISFIED
Sensor2,ruim,10976,11.0578,0.08173,five,SATISFIED,SATISFIED
Sensor2,medio,11.0781,11.1605,0.08237,five,SATISFIED,SATISFIED
Sensor2,bom,11.28,11.3592,0.07912,five,SATISFIED,SATISFIED
Sensor2,ruim,13.7752,13.8587,0.08354,five,SATISFIED,SATISFIED
Sensor2,medio,14.1762,14.2614,0.08528,five,SATISFIED,SATISFIED
Sensor2,medio,14.3762,14.4585,0.08234,five,SATISFIED,SATISFIED
Sensor2,ruim,15.5797,15.6613,0.08154,five,SATISFIED,SATISFIED
Sensor2,ruim,16.1784,16.2581,0.07961,five,SATISFIED,SATISFIED
Sensor2,medio,16.2793,16.3608,0.08144,five,SATISFIED,SATISFIED
Sensor2,ruim,17.4738,17.5557,0.08191,five,SATISFIED,SATISFIED
Sensor2,medio,17.5753,17.6579,0.08257,five,SATISFIED,SATISFIED
Sensor2,ruim,18.0768,18.1566,0.07977,five,SATISFIED,SATISFIED
Sensor2,ruim,18.2769,18.3586,0.08173,five,SATISFIED,SATISFIED
Sensor2,medio,19.0773,19.1578,0.08053,five,SATISFIED,SATISFIED
Sensor2,bom,19.2762,19.3557,0.07949,five,SATISFIED,SATISFIED
Sensor2,ruim,22.7748,22.8556,0.08082,five,SATISFIED,SATISFIED
Sensor2,medio,23.4752,23.5571,0.08188,five,SATISFIED,SATISFIED
Sensor2,bom,23.5773,23658,0.08069,five,SATISFIED,SATISFIED
Sensor2,medio,23.6785,23.7604,0.08182,five,SATISFIED,SATISFIED
Sensor2,bom,23.7807,23.8601,0.07947,five,SATISFIED,SATISFIED
Sensor2,ruim,24.7766,24.8565,0.07986,five,SATISFIED,SATISFIED
Sensor2,ruim,24.8768,24.9597,0.08292,five,SATISFIED,SATISFIED
Sensor2,medio,31.6787,31.7567,0.07801,five,SATISFIED,SATISFIED
Sensor2,bom,31.8782,31.9556,0.0774,five,SATISFIED,SATISFIED
Sensor2,ruim,35.9812,36.0601,0.0789,five,SATISFIED,SATISFIED
Sensor2,medio,36.7767,36.8571,0.08037,five,SATISFIED,SATISFIED
Sensor2,bom,36877,36.9579,0.0809,five,SATISFIED,SATISFIED
Sensor2,medio,37.8748,37.9566,0.0818,five,SATISFIED,SATISFIED
Sensor2,bom,37.9765,38.0587,0.08218,five,SATISFIED,SATISFIED
Sensor2,ruim,39376,39.4579,0.08184,five,SATISFIED,SATISFIED
Sensor2,medio,39.6757,39.7564,0.08063,five,SATISFIED,SATISFIED
Sensor2,bom,39.7765,39.8589,0.08242,five,SATISFIED,SATISFIED
Sensor2,medio,40977,41057,0.08002,five,SATISFIED,SATISFIED
Sensor2,bom,41.0777,41.1588,0.08109,five,SATISFIED,SATISFIED
Sensor2,ruim,43.6779,43.7585,0.08063,five,SATISFIED,SATISFIED
Sensor2,ruim,43.8767,43.9576,0.0809,five,SATISFIED,SATISFIED
Sensor2,ruim,43.9774,44.06,0.08264,five,SATISFIED,SATISFIED
Sensor2,ruim,44.1845,44.2609,0.07644,five,SATISFIED,SATISFIED
Sensor2,ruim,44.2807,44.3603,0.07961,five,SATISFIED,SATISFIED
Sensor2,ruim,49.5809,49.6594,0.07849,five,SATISFIED,SATISFIED
Sensor2,medio,50.0799,50.1604,0.0805,five,SATISFIED,SATISFIED
Sensor2,medio,50.2793,50.3607,0.08143,five,SATISFIED,SATISFIED
Sensor2,medio,50.8778,50.9588,0.08105,five,SATISFIED,SATISFIED
